1 0
1.0018 0
1.5016 1969696.96969697
2.0016 1993620.41467305
2.5016 1993620.41467305
3.0016 1993620.41467305
3.5016 1993620.41467305
4.0016 1993620.41467305
4.5016 1993620.41467305
5.001064 1995753.03753612
5.500477 1678398.80753761
6.000461 1870275.60589137
6.500325 1686903.51271673
7.000349 1782755.63656568
7.500264 1695104.98456815
8.000264 1902995.21852462
8.500069 1759757.15351282
9.000376 1662749.61229156
9.500056 1791799.31847633
10.000069 1815749.42657913
10.500109 1895586.76208586
11.000141 1807490.28773886
11.500264 1823037.43623367
12.000176 1871341.28786667
12.500056 1727806.4856736
13.000037 1719872.72941802
13.500477 1870215.81411334
14.000264 1815041.65800457
14.500064 1831765.53401165
15.000064 1855762.46240481
15.500304 1694969.45856919
16.0008 1757188.49840255
16.500056 1863791.25537939
17.00096 1820504.63110828
17.500429 1830429.49149629
18.000064 1831765.53401165
18.500003 1735989.5840625
19.000003 1751989.48806307
19.500589 1877787.96577631
20.000056 1823795.73487769
20.500176 1799366.62294872
21.000264 1839028.99269185
21.50064 1733780.7606264
22.000037 1767869.17768086
22.500003 1847988.91206653
23.000696 1853420.03930528
23.500269 1815023.51734767
24.000069 1815749.42657913
24.500053 1703819.39514411
25.000309 1790893.2279851
25.500643 1845626.52428976
26.000003 1831989.00806595
26.500803 1853024.04338632
27.000376 1806641.40566294
27.500035 1655884.08811383
28.000483 1822239.71643393
28.500136 1831501.83150183
29.000264 1839028.99269185
29.500003 1863988.81606711
30.000248 1799107.64260927
30.500216 1687271.09888528
31.000043 1839841.77360746
31.500264 1831033.21446276
32.000269 1775045.02577612
32.50064 1893576.22243529
33.000264 1767066.98863
33.500424 1718542.6758109
34.000093 1839657.8236448
34.500248 1815099.71054357
35.000696 1813475.64190647
35.500069 1895738.38810243
36.000856 1788937.33927516
36.500163 1663457.71278563
37.000264 1855020.54915004
37.500064 1799769.62948742
38.000363 1838665.12911626
38.500269 1894980.50049072
39.000056 1783800.21437599
39.500035 1639885.20803545
40.000056 1879789.46358008
40.500357 1822698.59320445
41.000187 1783333.0334455
41.500528 1901991.49697918
42.000696 1805486.76242671
42.500336 1654887.91532091
43.000264 1887003.66206642
43.500056 1799798.42257667
44.000283 1782990.8271918
44.500264 1871012.10560823
45.000109 1807605.94190466
45.500099 63987.3305085595
46.000144 0
46.500147 0
47.000013 0
47.500053 0
48.000413 0
48.500144 0
49.000101 0
49.500192 0
49.999765 0
